"symbol","date","adjusted","total_volume","return"
"DOW",2024-08-30,51.78,81596300,-0.35
"DOW",2024-09-30,52.79,91502500,1.95
"DOW",2024-10-31,47.72,99439700,-9.6
"DOW",2024-11-29,43.4,160300900,-9.05
"DOW",2024-12-30,38.72,173009200,-10.78
"DPZ",2023-01-31,343.5,12905000,1.9
"DPZ",2023-02-28,286.1,17788300,-16.71
"DPZ",2023-03-31,322.28,20551100,12.65
"DPZ",2023-04-28,310.17,13851100,-3.76
"DPZ",2023-05-31,283.18,12803500,-8.7
"DPZ",2023-06-30,330.57,13777600,16.73
"DPZ",2023-07-31,389.18,16323900,17.73
"DPZ",2023-08-31,380.01,9276100,-2.36
"DPZ",2023-09-29,372.71,9817200,-1.92
"DPZ",2023-10-31,333.55,16921800,-10.51
"DPZ",2023-11-30,386.58,13389200,15.9
"DPZ",2023-12-29,406.83,11202300,5.24
"DPZ",2024-01-31,420.64,10661100,3.39
"DPZ",2024-02-29,442.48,12839400,5.19
"DPZ",2024-03-28,492.01,10379400,11.19
"DPZ",2024-04-30,524.09,15548300,6.52
"DPZ",2024-05-31,503.6,9448700,-3.91
"DPZ",2024-06-28,512.74,8494000,1.81
"DPZ",2024-07-31,425.72,19730700,-16.97
"DPZ",2024-08-30,411.33,13672900,-3.38
"DPZ",2024-09-30,428.74,12188900,4.23
"DPZ",2024-10-31,412.39,15418000,-3.81
"DPZ",2024-11-29,474.64,12074700,15.09
"DPZ",2024-12-30,420.72,9439000,-11.36
"DRI",2023-01-31,138.22,22362100,7.86
"DRI",2023-02-28,133.57,21215700,-3.36
"DRI",2023-03-31,144.93,35716100,8.5
"DRI",2023-04-28,143.05,21907300,-1.3
"DRI",2023-05-31,149.25,30743900,4.33
"DRI",2023-06-30,157.31,29688900,5.4
"DRI",2023-07-31,160.32,21595400,1.91
"DRI",2023-08-31,147.6,23885200,-7.93
"DRI",2023-09-29,135.93,25843100,-7.91
"DRI",2023-10-31,139.42,25478100,2.57
"DRI",2023-11-30,149.9,17406900,7.52
"DRI",2023-12-29,157.4,21142700,5
"DRI",2024-01-31,157.01,21298300,-0.25
"DRI",2024-02-29,164.86,20419300,5
"DRI",2024-03-28,161.42,27208500,-2.09
"DRI",2024-04-30,149.39,26239800,-7.45
"DRI",2024-05-31,146.45,27727400,-1.97
"DRI",2024-06-28,147.36,26463900,0.62
"DRI",2024-07-31,143.89,28664000,-2.35
"DRI",2024-08-30,155.56,27489600,8.11
"DRI",2024-09-30,161.44,28843700,3.78
"DRI",2024-10-31,158.8,23771400,-1.64
"DRI",2024-11-29,174.93,23829500,10.16
"DRI",2024-12-30,185.35,32405300,5.96
"DTE",2023-01-31,108.4,18715700,-0.99
"DTE",2023-02-28,102.19,24167600,-5.73
"DTE",2023-03-31,102.93,32984000,0.72
"DTE",2023-04-28,105.63,21837200,2.62
"DTE",2023-05-31,101.11,21934100,-4.28
"DTE",2023-06-30,104.26,37414300,3.12
"DTE",2023-07-31,108.32,19686600,3.89
"DTE",2023-08-31,97.97,22275800,-9.56
"DTE",2023-09-29,94.93,29162800,-3.1
"DTE",2023-10-31,92.16,35038300,-2.92
"DTE",2023-11-30,99.55,33837600,8.02
"DTE",2023-12-29,106.4,25874500,6.88
"DTE",2024-01-31,101.73,22068600,-4.39
"DTE",2024-02-29,104.55,25558200,2.77
"DTE",2024-03-28,109.23,24881200,4.48
"DTE",2024-04-30,107.46,26583200,-1.62
"DTE",2024-05-31,113.51,19391700,5.63
"DTE",2024-06-28,109.12,20027400,-3.87
"DTE",2024-07-31,118.48,21907900,8.58
"DTE",2024-08-30,122.89,18983000,3.72
"DTE",2024-09-30,127.26,23536100,3.56
"DTE",2024-10-31,123.1,23457100,-3.27
"DTE",2024-11-29,124.65,32727600,1.26
"DTE",2024-12-30,120.55,26495400,-3.29
"DUK",2023-01-31,93.41,54326400,-0.53
"DUK",2023-02-28,86.82,54975000,-7.05
"DUK",2023-03-31,88.86,76817400,2.35
"DUK",2023-04-28,91.08,53776300,2.5
"DUK",2023-05-31,83.09,64401200,-8.77
"DUK",2023-06-30,83.51,66068800,0.51
"DUK",2023-07-31,87.12,48939400,4.32
"DUK",2023-08-31,83.57,64565000,-4.07
"DUK",2023-09-29,83.06,77040100,-0.61
"DUK",2023-10-31,83.65,73047400,0.71
"DUK",2023-11-30,87.85,71332700,5.02
"DUK",2023-12-29,92.38,72115800,5.16
"DUK",2024-01-31,91.23,62566300,-1.24
"DUK",2024-02-29,88.41,68021800,-3.09
"DUK",2024-03-28,93.11,61586100,5.32
"DUK",2024-04-30,94.6,54121500,1.6
"DUK",2024-05-31,100.71,68204700,6.46
"DUK",2024-06-28,97.46,51419800,-3.23
"DUK",2024-07-31,106.25,58479700,9.02
"DUK",2024-08-30,111.84,70897700,5.26
"DUK",2024-09-30,113.16,64649100,1.18
"DUK",2024-10-31,113.13,81699600,-0.03
"DUK",2024-11-29,115.98,66264600,2.52
"DUK",2024-12-30,106.72,65104800,-7.98
"DVA",2023-01-31,82.39,11992900,10.34
"DVA",2023-02-28,82.26,14120000,-0.16
"DVA",2023-03-31,81.11,15577600,-1.4
"DVA",2023-04-28,90.36,9817400,11.4
"DVA",2023-05-31,93.67,17347800,3.66
"DVA",2023-06-30,100.47,12172500,7.26
"DVA",2023-07-31,101.99,11189200,1.51
"DVA",2023-08-31,102.42,15962400,0.42
"DVA",2023-09-29,94.53,16670900,-7.7
"DVA",2023-10-31,77.23,37065800,-18.3
"DVA",2023-11-30,101.46,30861200,31.37
"DVA",2023-12-29,104.76,18087300,3.25
"DVA",2024-01-31,108.16,15936300,3.25
"DVA",2024-02-29,126.97,20262800,17.39
"DVA",2024-03-28,138.05,18448400,8.73
"DVA",2024-04-30,139.01,11977700,0.7
"DVA",2024-05-31,147.12,22438500,5.83
"DVA",2024-06-28,138.57,19782900,-5.81
"DVA",2024-07-31,136.62,13346800,-1.41
"DVA",2024-08-30,150.92,16359300,10.47
"DVA",2024-09-30,163.93,15841000,8.62
"DVA",2024-10-31,139.81,18398500,-14.71
"DVA",2024-11-29,166.17,16880200,18.85
"DVA",2024-12-30,149.79,13679200,-9.86
"DVN",2023-01-31,57.56,146486700,2.82
"DVN",2023-02-28,49.07,241793600,-14.75
"DVN",2023-03-31,46.9,255301700,-4.42
"DVN",2023-04-28,49.51,138416000,5.57
"DVN",2023-05-31,42.72,186827800,-13.71
"DVN",2023-06-30,45.44,185254000,6.37
"DVN",2023-07-31,50.76,151580800,11.71
"DVN",2023-08-31,48.03,175050400,-5.38
"DVN",2023-09-29,45.28,197283500,-5.73
"DVN",2023-10-31,44.21,198232500,-2.36
"DVN",2023-11-30,42.69,176437900,-3.44
"DVN",2023-12-29,43.76,199061800,2.51
"DVN",2024-01-31,40.59,179872200,-7.24
"DVN",2024-02-29,42.56,157475400,4.85
"DVN",2024-03-28,48.93,159873100,14.97
"DVN",2024-04-30,49.91,151494300,2
"DVN",2024-05-31,47.86,142542800,-4.11
"DVN",2024-06-28,46.58,122519200,-2.67
"DVN",2024-07-31,46.21,130683400,-0.79
"DVN",2024-08-30,44,146818800,-4.78
"DVN",2024-09-30,38.87,165853600,-11.66
"DVN",2024-10-31,38.43,189510800,-1.13
"DVN",2024-11-29,37.71,169950200,-1.87
"DVN",2024-12-30,31.97,245526000,-15.22
"DXCM",2023-01-31,107.09,50518100,-5.43
"DXCM",2023-02-28,111.01,51807400,3.66
"DXCM",2023-03-31,116.18,52146800,4.66
"DXCM",2023-04-28,121.34,39034600,4.44
"DXCM",2023-05-31,117.26,56229700,-3.36
"DXCM",2023-06-30,128.51,58634900,9.59
"DXCM",2023-07-31,124.56,56807800,-3.07
"DXCM",2023-08-31,100.98,90438700,-18.93
"DXCM",2023-09-29,93.3,95261000,-7.61
"DXCM",2023-10-31,88.83,135820000,-4.79
"DXCM",2023-11-30,115.52,91908700,30.05
"DXCM",2023-12-29,124.09,54861500,7.42
"DXCM",2024-01-31,121.35,54554700,-2.21
"DXCM",2024-02-29,115.07,67527000,-5.18
"DXCM",2024-03-28,138.7,67965000,20.54
"DXCM",2024-04-30,127.39,63646600,-8.15
"DXCM",2024-05-31,118.77,51487500,-6.77
"DXCM",2024-06-28,113.38,61954000,-4.54
"DXCM",2024-07-31,67.82,146676700,-40.18
"DXCM",2024-08-30,69.34,120835300,2.24
"DXCM",2024-09-30,67.04,81218900,-3.32
"DXCM",2024-10-31,70.48,109795300,5.13
"DXCM",2024-11-29,77.99,80142400,10.66
"DXCM",2024-12-30,78,65789100,0.01
"EA",2023-01-31,127.04,37894500,5.32
"EA",2023-02-28,109.71,69745600,-13.64
"EA",2023-03-31,119.12,50002500,8.58
"EA",2023-04-28,125.87,36135400,5.67
"EA",2023-05-31,126.78,50920800,0.72
"EA",2023-06-30,128.46,41213400,1.33
"EA",2023-07-31,135.05,42939800,5.13
"EA",2023-08-31,119.02,50464300,-11.87
"EA",2023-09-29,119.44,46062400,0.35
"EA",2023-10-31,122.8,39807600,2.81
"EA",2023-11-30,137.1,41356100,11.64
"EA",2023-12-29,135.9,36317300,-0.88
"EA",2024-01-31,136.67,33866700,0.57
"EA",2024-02-29,138.74,43179400,1.51
"EA",2024-03-28,131.97,49924200,-4.88
"EA",2024-04-30,126.15,37913800,-4.41
"EA",2024-05-31,132.37,59936000,4.93
"EA",2024-06-28,138.79,39865800,4.85
"EA",2024-07-31,150.36,53391600,8.34
"EA",2024-08-30,151.43,37844900,0.71
"EA",2024-09-30,143.07,41091700,-5.52
"EA",2024-10-31,150.46,37632300,5.17
"EA",2024-11-29,163.43,38216500,8.62
"EA",2024-12-30,146.33,42214000,-10.46
"EBAY",2023-01-31,47.44,89423000,19.35
"EBAY",2023-02-28,43.99,95454900,-7.27
"EBAY",2023-03-31,42.77,118451300,-2.77
"EBAY",2023-04-28,44.75,88021200,4.63
"EBAY",2023-05-31,41.24,99430900,-7.84
"EBAY",2023-06-30,43.33,103529300,5.07
"EBAY",2023-07-31,43.15,125855200,-0.42
"EBAY",2023-08-31,43.66,104401600,1.18
"EBAY",2023-09-29,42.98,106480900,-1.56
"EBAY",2023-10-31,38.25,107359500,-11.01
"EBAY",2023-11-30,40.23,164004100,5.18
"EBAY",2023-12-29,42.79,143449600,6.36
"EBAY",2024-01-31,40.29,112705600,-5.84
"EBAY",2024-02-29,46.38,151952100,15.12
"EBAY",2024-03-28,52.05,158938400,12.23
"EBAY",2024-04-30,50.83,105060100,-2.34
"EBAY",2024-05-31,53.74,121611200,5.72
"EBAY",2024-06-28,53.25,97942700,-0.91
"EBAY",2024-07-31,55.12,88870400,3.51
"EBAY",2024-08-30,58.85,96932300,6.77
"EBAY",2024-09-30,64.84,116084900,10.18
"EBAY",2024-10-31,57.27,99350200,-11.67
"EBAY",2024-11-29,63.29,88086900,10.51
"EBAY",2024-12-30,62.06,86168100,-1.94
"ECL",2023-01-31,151.47,20371600,6.37
"ECL",2023-02-28,155.91,24871500,2.93
"ECL",2023-03-31,162.49,27702800,4.22
"ECL",2023-04-28,164.76,18293900,1.4
"ECL",2023-05-31,162.02,22527700,-1.66
"ECL",2023-06-30,183.8,23284000,13.44
"ECL",2023-07-31,180.3,20122900,-1.9
"ECL",2023-08-31,180.96,23844100,0.37
"ECL",2023-09-29,167.27,21406700,-7.57
"ECL",2023-10-31,165.63,23563900,-0.98
"ECL",2023-11-30,189.32,20277700,14.3
"ECL",2023-12-29,196.43,22061900,3.76
"ECL",2024-01-31,196.3,21896800,-0.07
"ECL",2024-02-29,222.66,29017600,13.43
"ECL",2024-03-28,229.24,24294300,2.96
"ECL",2024-04-30,224.52,26071900,-2.06
"ECL",2024-05-31,230.53,21007200,2.68
"ECL",2024-06-28,236.84,23644600,2.74
"ECL",2024-07-31,229.57,22942300,-3.07
"ECL",2024-08-30,251.95,21773000,9.75
"ECL",2024-09-30,254.66,18904700,1.08
"ECL",2024-10-31,245.09,20047300,-3.76
"ECL",2024-11-29,248.12,22439000,1.24
"ECL",2024-12-30,234.52,21518700,-5.48
"ED",2023-01-31,88.08,33188600,0
"ED",2023-02-28,83.3,35107500,-5.43
"ED",2023-03-31,89.19,48241900,7.07
"ED",2023-04-28,91.8,29146600,2.93
"ED",2023-05-31,87.7,45306900,-4.47
"ED",2023-06-30,84.98,40168400,-3.1
"ED",2023-07-31,89.17,34448800,4.93
"ED",2023-08-31,84.39,39597600,-5.36
"ED",2023-09-29,81.13,35289700,-3.86
"ED",2023-10-31,83.28,54819200,2.65
"ED",2023-11-30,86.27,45566100,3.59
"ED",2023-12-29,87.09,37756200,0.95
"ED",2024-01-31,87.02,38957300,-0.08
"ED",2024-02-29,84.27,37498200,-3.16
"ED",2024-03-28,87.75,32563000,4.13
"ED",2024-04-30,91.22,47331100,3.95
"ED",2024-05-31,92.15,49515100,1.02
"ED",2024-06-28,87.15,33865900,-5.43
"ED",2024-07-31,95.04,32667400,9.05
"ED",2024-08-30,99.8,41272100,5.01
"ED",2024-09-30,102.32,32291900,2.53
"ED",2024-10-31,99.92,41499900,-2.35
"ED",2024-11-29,99.7,44984500,-0.22
"ED",2024-12-30,88.37,47209900,-11.36
"EFX",2023-01-31,218.89,16993100,14.33
"EFX",2023-02-28,199.88,16684000,-8.68
"EFX",2023-03-31,200.19,15654200,0.16
"EFX",2023-04-28,205.65,15804500,2.73
"EFX",2023-05-31,206.27,13362300,0.3
"EFX",2023-06-30,232.65,16249600,12.79
"EFX",2023-07-31,201.78,24285500,-13.27
"EFX",2023-08-31,204.37,18829200,1.28
"EFX",2023-09-29,181.46,12614800,-11.21
"EFX",2023-10-31,167.98,20211900,-7.43
"EFX",2023-11-30,216.07,17564800,28.63
"EFX",2023-12-29,245.43,20300500,13.59
"EFX",2024-01-31,242.5,15911400,-1.19
"EFX",2024-02-29,271.94,17974700,12.14
"EFX",2024-03-28,265.91,14154200,-2.22
"EFX",2024-04-30,218.86,23743600,-17.69
"EFX",2024-05-31,230.37,16894000,5.26
"EFX",2024-06-28,241.39,15711400,4.78
"EFX",2024-07-31,278.13,14917300,15.22
"EFX",2024-08-30,305.77,18029100,9.94
"EFX",2024-09-30,292.93,20694300,-4.2
"EFX",2024-10-31,264.18,21849100,-9.81
"EFX",2024-11-29,261.14,22490300,-1.15
"EFX",2024-12-30,254.81,18499700,-2.42
"EG",2023-01-31,338.32,5109900,5.56
"EG",2023-02-28,371.48,5646700,9.8
"EG",2023-03-31,347.98,7764800,-6.33
"EG",2023-04-28,367.4,4375500,5.58
"EG",2023-05-31,332.05,11904000,-9.62
"EG",2023-06-30,333.85,8260100,0.54
"EG",2023-07-31,352.06,5526600,5.45
"EG",2023-08-31,352.23,4610700,0.05
"EG",2023-09-29,364.64,6755400,3.52
"EG",2023-10-31,388.14,7488600,6.44
"EG",2023-11-30,404.49,8948000,4.21
"EG",2023-12-29,348.36,8622500,-13.88
"EG",2024-01-31,379.29,7513700,8.88
"EG",2024-02-29,363.44,9048300,-4.18
"EG",2024-03-28,393.39,7146300,8.24
"EG",2024-04-30,362.62,7065400,-7.82
"EG",2024-05-31,388.89,5838900,7.24
"EG",2024-06-28,379.03,4174300,-2.54
"EG",2024-07-31,390.82,7315800,3.11
"EG",2024-08-30,390.19,7174400,-0.16
"EG",2024-09-30,391.83,6756300,0.42
"EG",2024-10-31,355.61,10800400,-9.24
"EG",2024-11-29,387.56,9376800,8.98
"EG",2024-12-30,359.68,6912300,-7.19
"EIX",2023-01-31,63.25,42774200,8.3
"EIX",2023-02-28,60.78,38137500,-3.91
"EIX",2023-03-31,65.49,49636900,7.75
"EIX",2023-04-28,68.28,26424100,4.26
"EIX",2023-05-31,62.64,36028700,-8.26
"EIX",2023-06-30,64.43,32562900,2.86
"EIX",2023-07-31,67.48,27009700,4.73
"EIX",2023-08-31,64.56,30135000,-4.33
"EIX",2023-09-29,60.03,39762700,-7.02
"EIX",2023-10-31,59.81,47738700,-0.37
"EIX",2023-11-30,63.54,46795300,6.24
"EIX",2023-12-29,68.55,44481800,7.88
"EIX",2024-01-31,64.7,61610700,-5.62
"EIX",2024-02-29,65.22,48432500,0.8
"EIX",2024-03-28,68.6,32150800,5.18
"EIX",2024-04-30,68.92,40303200,0.47
"EIX",2024-05-31,74.54,40289900,8.15
"EIX",2024-06-28,69.65,32390100,-6.56
"EIX",2024-07-31,78.45,41330200,12.63
"EIX",2024-08-30,85.33,38803600,8.77
"EIX",2024-09-30,85.39,43432700,0.07
"EIX",2024-10-31,81.53,43040700,-4.52
"EIX",2024-11-29,86.82,48012000,6.49
"EIX",2024-12-30,78.84,40854800,-9.19
"EL",2023-01-31,265.6,28903900,11.68
"EL",2023-02-28,233.62,31935400,-12.04
"EL",2023-03-31,236.9,27884200,1.4
"EL",2023-04-28,237.15,24997800,0.11
"EL",2023-05-31,177.49,66181400,-25.16
"EL",2023-06-30,189.4,52229600,6.71
"EL",2023-07-31,173.6,45768500,-8.34
"EL",2023-08-31,155.47,72047600,-10.44
"EL",2023-09-29,139.99,40708600,-9.96
"EL",2023-10-31,124.81,43296200,-10.84
"EL",2023-11-30,124.32,79564500,-0.39
"EL",2023-12-29,142.39,54457700,14.54
"EL",2024-01-31,128.5,58287800,-9.75
"EL",2024-02-29,145.3,66913800,13.07
"EL",2024-03-28,150.75,46341800,3.75
"EL",2024-04-30,143.47,48637700,-4.83
"EL",2024-05-31,121.3,73578100,-15.45
"EL",2024-06-28,104.62,55387500,-13.75
"EL",2024-07-31,97.94,62960100,-6.39
"EL",2024-08-30,90.79,103817300,-7.3
"EL",2024-09-30,98.74,89663800,8.76
"EL",2024-10-31,68.28,96282500,-30.85
"EL",2024-11-29,71.77,115117000,5.11
"EL",2024-12-30,73.83,79396500,2.87
"ELV",2023-01-31,487.09,25308300,-2.53
"ELV",2023-02-28,457.55,19077600,-6.06
"ELV",2023-03-31,449.37,26979200,-1.79
"ELV",2023-04-28,458.01,23508600,1.92
"ELV",2023-05-31,437.65,20962800,-4.45
"ELV",2023-06-30,435.61,32612600,-0.47
"ELV",2023-07-31,462.41,32089900,6.15
"ELV",2023-08-31,433.37,19774600,-6.28
"ELV",2023-09-29,428.33,21594000,-1.16
"ELV",2023-10-31,442.76,26137000,3.37
"ELV",2023-11-30,471.68,21064400,6.53
"ELV",2023-12-29,465.31,21754400,-1.35
"ELV",2024-01-31,486.9,27318000,4.64
"ELV",2024-02-29,494.6,17150900,1.58
"ELV",2024-03-28,513.32,17982500,3.78
"ELV",2024-04-30,523.26,24994800,1.94
"ELV",2024-05-31,533.06,23046400,1.87
"ELV",2024-06-28,538.03,17131500,0.93
"ELV",2024-07-31,528.27,27944400,-1.81
"ELV",2024-08-30,552.96,15309100,4.67
"ELV",2024-09-30,517.88,18673500,-6.34
"ELV",2024-10-31,404.11,46022000,-21.97
"ELV",2024-11-29,405.3,38287700,0.29
"ELV",2024-12-30,368.8,39440300,-9.01
"EMN",2023-01-31,82.04,23747200,8.28
"EMN",2023-02-28,79.27,16821000,-3.38
"EMN",2023-03-31,79.26,24199400,-0.01
"EMN",2023-04-28,79.19,18986600,-0.09
"EMN",2023-05-31,72.44,17995600,-8.52
"EMN",2023-06-30,79.44,19944400,9.66
"EMN",2023-07-31,81.2,19582200,2.22
"EMN",2023-08-31,80.66,18594000,-0.67
"EMN",2023-09-29,73.54,17604200,-8.83
"EMN",2023-10-31,71.63,19597800,-2.6
"EMN",2023-11-30,80.35,18688300,12.17
"EMN",2023-12-29,86.88,18863300,8.13
"EMN",2024-01-31,80.82,22435900,-6.98
"EMN",2024-02-29,84.87,21021000,5.01
"EMN",2024-03-28,97.79,26913600,15.22
"EMN",2024-04-30,92.15,20277600,-5.77
"EMN",2024-05-31,98.88,15358000,7.3
"EMN",2024-06-28,96.38,19377600,-2.53
"EMN",2024-07-31,101.65,18679900,5.47
"EMN",2024-08-30,100.71,16595900,-0.92
"EMN",2024-09-30,111.01,19803000,10.23
"EMN",2024-10-31,104.2,17593900,-6.13
"EMN",2024-11-29,103.84,22869200,-0.35
"EMN",2024-12-30,90.81,24408700,-12.55
"EMR",2023-01-31,86.11,76172200,-6.08
"EMR",2023-02-28,79.42,70706800,-7.77
"EMR",2023-03-31,83.67,78397400,5.35
"EMR",2023-04-28,79.95,71220900,-4.45
"EMR",2023-05-31,75.06,67193700,-6.12
"EMR",2023-06-30,87.34,64405600,16.36
"EMR",2023-07-31,88.27,44086300,1.06
"EMR",2023-08-31,95.45,62450200,8.13
"EMR",2023-09-29,93.82,52025900,-1.71
"EMR",2023-10-31,86.44,64257500,-7.87
"EMR",2023-11-30,86.89,74577800,0.52
"EMR",2023-12-29,95.13,54588100,9.48
"EMR",2024-01-31,89.65,52615700,-5.76
"EMR",2024-02-29,104.95,68966600,17.07
"EMR",2024-03-28,111.4,50806700,6.15
"EMR",2024-04-30,105.86,44476400,-4.97
"EMR",2024-05-31,110.67,70789000,4.54
"EMR",2024-06-28,108.7,46611900,-1.78
"EMR",2024-07-31,115.55,48804400,6.3
"EMR",2024-08-30,104.52,67660600,-9.55
"EMR",2024-09-30,108.46,64005300,3.77
"EMR",2024-10-31,107.37,51908000,-1
"EMR",2024-11-29,132.04,67482100,22.98
"EMR",2024-12-30,123.74,61117700,-6.29
"ENPH",2023-01-31,221.38,90691600,-16.45
"ENPH",2023-02-28,210.53,92855100,-4.9
"ENPH",2023-03-31,210.28,82197000,-0.12
"ENPH",2023-04-28,164.2,94104600,-21.91
"ENPH",2023-05-31,173.88,76473400,5.9
"ENPH",2023-06-30,167.48,71763500,-3.68
"ENPH",2023-07-31,151.83,92442200,-9.34
"ENPH",2023-08-31,126.53,74613300,-16.66
"ENPH",2023-09-29,120.15,66982500,-5.04
"ENPH",2023-10-31,79.58,129881900,-33.77
"ENPH",2023-11-30,101.02,103599700,26.94
"ENPH",2023-12-29,132.14,118656300,30.81
"ENPH",2024-01-31,104.13,83776500,-21.2
"ENPH",2024-02-29,127.01,106698400,21.97
"ENPH",2024-03-28,120.98,65443900,-4.75
"ENPH",2024-04-30,108.76,92115700,-10.1
"ENPH",2024-05-31,127.9,88714200,17.6
"ENPH",2024-06-28,99.71,73554000,-22.04
"ENPH",2024-07-31,115.11,100526500,15.44
"ENPH",2024-08-30,121.04,50652600,5.15
"ENPH",2024-09-30,113.02,48001200,-6.63
"ENPH",2024-10-31,83.04,94762700,-26.53
"ENPH",2024-11-29,71.35,137487600,-14.08
"ENPH",2024-12-30,70.19,58946200,-1.63
"EOG",2023-01-31,122.39,58243700,2.75
"EOG",2023-02-28,104.6,77956200,-14.54
"EOG",2023-03-31,107.07,107470000,2.36
"EOG",2023-04-28,112.34,56633100,4.92
"EOG",2023-05-31,100.89,74437100,-10.19
"EOG",2023-06-30,107.61,81703100,6.66
"EOG",2023-07-31,125.47,57184400,16.6
"EOG",2023-08-31,121.77,57868300,-2.95
"EOG",2023-09-29,120.01,57491300,-1.45
"EOG",2023-10-31,120.27,58438200,0.22
"EOG",2023-11-30,117.24,69807200,-2.52
"EOG",2023-12-29,116.69,71896200,-0.47
"EOG",2024-01-31,110.65,62203000,-5.18
"EOG",2024-02-29,111.31,71852200,0.6
"EOG",2024-03-28,124.32,79554600,11.69
"EOG",2024-04-30,129.36,64683300,4.05
"EOG",2024-05-31,121.94,73620300,-5.74
"EOG",2024-06-28,123.23,55631800,1.06
"EOG",2024-07-31,125,56238200,1.44
"EOG",2024-08-30,127,63189700,1.6
"EOG",2024-09-30,121.19,80600200,-4.57
"EOG",2024-10-31,121.1,55640500,-0.07
"EOG",2024-11-29,132.32,58410800,9.27
"EOG",2024-12-30,119.73,66375500,-9.51
"EPAM",2023-01-31,332.65,6909500,1.5
"EPAM",2023-02-28,307.65,9641400,-7.52
"EPAM",2023-03-31,299,11260300,-2.81
"EPAM",2023-04-28,282.44,7533000,-5.54
"EPAM",2023-05-31,256.62,15946300,-9.14
"EPAM",2023-06-30,224.75,18924900,-12.42
"EPAM",2023-07-31,236.81,9136100,5.37
"EPAM",2023-08-31,258.99,10283600,9.37
"EPAM",2023-09-29,255.69,8638200,-1.27
"EPAM",2023-10-31,217.57,7699200,-14.91
"EPAM",2023-11-30,258.19,10569600,18.67
"EPAM",2023-12-29,297.34,8740400,15.16
"EPAM",2024-01-31,278.11,9821900,-6.47
"EPAM",2024-02-29,304.4,11659800,9.45
"EPAM",2024-03-28,276.16,10591800,-9.28
"EPAM",2024-04-30,235.26,9650100,-14.81
"EPAM",2024-05-31,177.93,22931500,-24.37
"EPAM",2024-06-28,188.11,16256100,5.72
"EPAM",2024-07-31,215.13,11412000,14.36
"EPAM",2024-08-30,200.76,11242300,-6.68
"EPAM",2024-09-30,199.03,14976500,-0.86
"EPAM",2024-10-31,188.65,10887400,-5.22
"EPAM",2024-11-29,243.92,13832100,29.3
"EPAM",2024-12-30,234.68,15133300,-3.79
"EQIX",2023-01-31,705.63,7349500,12.69
"EQIX",2023-02-28,657.96,7200000,-6.76
"EQIX",2023-03-31,692.64,10099100,5.27
"EQIX",2023-04-28,695.56,6611800,0.42
"EQIX",2023-05-31,719.56,10711000,3.45
"EQIX",2023-06-30,756.61,11008300,5.15
"EQIX",2023-07-31,781.68,7206100,3.31
"EQIX",2023-08-31,757.6,8138200,-3.08
"EQIX",2023-09-29,704.16,7176400,-7.05
"EQIX",2023-10-31,707.44,8179700,0.47
"EQIX",2023-11-30,794.65,7292500,12.33
"EQIX",2023-12-29,785.27,8784100,-1.18
"EQIX",2024-01-31,809.04,8425400,3.03
"EQIX",2024-02-29,870.84,9810200,7.64
"EQIX",2024-03-28,808.64,15999000,-7.14
"EQIX",2024-04-30,696.73,14132100,-13.84
"EQIX",2024-05-31,751.57,16603700,7.87
"EQIX",2024-06-28,745.29,9565200,-0.84
"EQIX",2024-07-31,778.43,8512600,4.45
"EQIX",2024-08-30,826.13,9708000,6.13
"EQIX",2024-09-30,878.87,9702700,6.38
"EQIX",2024-10-31,899.12,9412000,2.3
"EQIX",2024-11-29,976.4,11263000,8.6
"EQIX",2024-12-30,931.09,9385800,-4.64
"EQR",2023-01-31,58.59,61053300,7.88
"EQR",2023-02-28,57.55,41137700,-1.78
"EQR",2023-03-31,55.9,43272700,-2.87
"EQR",2023-04-28,58.93,31433600,5.42
"EQR",2023-05-31,56.64,36536400,-3.89
"EQR",2023-06-30,62.1,41759000,9.64
"EQR",2023-07-31,62.07,35739900,-0.05
"EQR",2023-08-31,61.03,29083200,-1.68
"EQR",2023-09-29,55.88,32027200,-8.44
"EQR",2023-10-31,52.67,40068100,-5.74
"EQR",2023-11-30,54.1,51159400,2.72
"EQR",2023-12-29,58.84,48928900,8.76
"EQR",2024-01-31,57.91,50138000,-1.58
"EQR",2024-02-29,57.93,42514900,0.03
"EQR",2024-03-28,61.37,37982200,5.94
"EQR",2024-04-30,62.62,45334100,2.04
"EQR",2024-05-31,63.24,39739200,0.99
"EQR",2024-06-28,67.43,32158400,6.63
"EQR",2024-07-31,68.37,37968600,1.39
"EQR",2024-08-30,73.53,38216800,7.55
"EQR",2024-09-30,73.76,36931000,0.31
"EQR",2024-10-31,69.71,32023600,-5.49
"EQR",2024-11-29,75.94,30730100,8.94
"EQR",2024-12-30,70.49,28074400,-7.18
"EQT",2023-01-31,31.47,131827900,-3.44
"EQT",2023-02-28,32.11,159539800,2.03
"EQT",2023-03-31,30.88,147220300,-3.83
"EQT",2023-04-28,33.72,113370600,9.2
"EQT",2023-05-31,33.81,156507900,0.27
"EQT",2023-06-30,39.99,130620000,18.28
"EQT",2023-07-31,41.01,124423800,2.55
"EQT",2023-08-31,42.17,111139000,2.83
"EQT",2023-09-29,39.6,104080600,-6.09
"EQT",2023-10-31,41.35,115270400,4.42
"EQT",2023-11-30,39.14,98198700,-5.34
"EQT",2023-12-29,37.87,119111800,-3.24
"EQT",2024-01-31,34.67,113623100,-8.45
